round,train_loss,train_accuracy,eval_loss,eval_accuracy,f1_score
0,,,2.822988271713257,0.10318181663751602,0.04523644818508484
1,,,1.5520049333572388,0.43909090757369995,0.3506537258368552
2,,,1.244394063949585,0.514090895652771,0.46579189121582615
3,,,1.1427090167999268,0.5195454359054565,0.4749233353121158
4,,,1.0940238237380981,0.5222727060317993,0.47947541159916807
5,,,1.066208004951477,0.5995454788208008,0.5385183910664945
6,,,1.04640793800354,0.6031818389892578,0.5415567521881866
7,,,1.0300718545913696,0.6059091091156006,0.5455603734108387
8,,,1.015938639640808,0.6059091091156006,0.5455603734108387
9,,,1.0020654201507568,0.6059091091156006,0.5458434153393243
10,,,0.988791286945343,0.610909104347229,0.5534996248847248
11,,,0.9750133156776428,0.6204545497894287,0.5678878464422019
12,,,0.961002767086029,0.621363639831543,0.5696533815060153
13,,,0.9472628235816956,0.6509090662002563,0.6135084718845126
14,,,0.9334837794303894,0.6504545211791992,0.6161789329570638
15,,,0.9193456768989563,0.6563636660575867,0.6315784801352624
16,,,0.9062159061431885,0.6940909028053284,0.6616651052874801
17,,,0.8935619592666626,0.7045454382896423,0.6701093683911242
18,,,0.8815435767173767,0.6968181729316711,0.6666655801886753
19,,,0.8693611025810242,0.7109090685844421,0.6733675680855477
20,,,0.8570529818534851,0.7131817936897278,0.6750736605765217
