Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,y
118516313,61,65,1116.0,1994.0,27.0,18.0,18.29508196721312,1.6160060055074257,292.0,17.0,30.67692307692307,55.37009224648823,26.24111332251789,1.0631447841277344,948130.504,1001460.9251336324,2204610.0,143.0,116515022.0,1941917.0333333327,336369.09079492174,2204827.0,18949.0,118516313.0,1851817.390625,524380.7571923353,2204831.0,297.0,0,1,0,0,1952,2080,0.5146970780300937,0.5484477060976408,17.0,292.0,24.62992125984253,39.96423066360008,1597.1397325334333,0,0,0,1,1,0,0,0,1.0,24.825396825396822,18.295081967213115,30.67692307692308,0,0,0,0,0,0,61,1116,65,1994,-1,227,61,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
118152302,61,65,1116.0,1994.0,27.0,18.0,18.29508196721312,1.616006005507426,292.0,17.0,30.67692307692307,55.37009224648825,26.32195858528427,1.0664201870565329,945218.4160000002,1001567.7505757771,2071326.0,221.0,116151181.0,1935853.016666666,351450.4827292557,2071642.0,41818.0,118152302.0,1846129.71875,534766.2446946704,2071651.0,236.0,0,1,0,0,1952,2080,0.5162827889718137,0.5501373980847195,17.0,292.0,24.62992125984253,39.96423066360009,1597.1397325334342,0,0,0,1,1,0,0,0,1.0,24.825396825396822,18.295081967213115,30.67692307692308,0,0,0,0,0,0,61,1116,65,1994,-1,227,61,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
117607532,204,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7345827816538144,579347.4482758619,850102.1260522035,7781932.0,10.0,117607532.0,579347.4482758619,850102.1260522035,7781932.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.7345827816538144,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1589802228638949.2,33899178.10223736,1589802282056082.0,1589802165880162.0,0
104775451,9,13,198.0,1563.0,45.0,18.0,22.0,9.124143795447331,292.0,17.0,120.2307692307692,120.45825960760143,16.80737217728607,0.2099728494607004,4989307.190476191,10959586.131640049,42214888.0,277.0,103808468.0,12976058.5,17075164.257583585,42215802.0,833080.0,97479493.0,8123291.083333332,13757541.354327494,42215309.0,564.0,0,1,0,0,288,416,0.0858979838702865,0.1240748655904139,17.0,292.0,77.7391304347826,101.97959572710629,10399.837944664032,0,0,0,1,1,0,0,0,1.0,81.27272727272727,22.0,120.23076923076924,0,0,0,0,0,0,9,198,13,1563,-1,570,9,0,1234731.2,1171592.440253094,2834577.0,356.0,19720359.0,15595194.635853907,42214888.0,7295958.0,8
28368221,17,18,733.0,329.0,292.0,17.0,43.11764705882353,76.07141574939727,27.0,15.0,18.277777777777786,2.2959185155543653,37.43625657738637,1.2337749342829782,834359.4411764706,989158.4331267204,2000233.0,219.0,28012856.0,1750803.4999999998,675253.1660288606,2001076.0,412.0,28367269.0,1668662.8823529412,736415.7838501361,2001057.0,219.0,0,1,0,0,544,576,0.5992621109374465,0.6345128233455316,15.0,292.0,29.972222222222232,52.98166049876457,2807.056349206349,0,0,0,1,1,0,0,0,1.0,30.82857142857143,43.11764705882353,18.277777777777786,0,0,0,0,0,0,17,733,18,329,-1,245,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
118400842,61,65,1116.0,1994.0,27.0,18.0,18.29508196721312,1.6160060055074257,292.0,17.0,30.676923076923085,55.37009224648823,26.266705096573553,1.0641816212759705,947206.7360000004,989419.4916025676,2077920.0,277.0,116400000.0,1940000.0,257886.3788124859,2078800.0,726020.0,118400842.0,1850013.15625,482994.4923905059,2078645.0,277.0,0,1,0,0,1952,2080,0.5151990388716999,0.5489825824042704,17.0,292.0,24.62992125984253,39.96423066360009,1597.1397325334335,0,0,0,1,1,0,0,0,1.0,24.825396825396822,18.295081967213115,30.67692307692308,0,0,0,0,0,0,61,1116,65,1994,-1,227,61,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
118418957,61,65,1116.0,1994.0,27.0,18.0,18.29508196721312,1.6160060055074257,292.0,17.0,30.67692307692308,55.37009224648825,26.262686978403288,1.0640188293501014,947351.6560000004,990610.8855939732,2080472.0,210.0,116417065.0,1940284.416666667,265786.1960029879,2081233.0,590962.0,118418957.0,1850296.203125,487023.55099295103,2081246.0,210.0,0,1,0,0,1952,2080,0.5151202269075887,0.5488986024425127,17.0,292.0,24.62992125984252,39.96423066360009,1597.1397325334335,0,0,0,1,1,0,0,0,1.0,24.825396825396822,18.295081967213115,30.67692307692308,0,0,0,0,0,0,61,1116,65,1994,-1,227,61,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
118336737,61,65,1116.0,1994.0,27.0,18.0,18.29508196721312,1.6160060055074257,292.0,17.0,30.67692307692307,55.37009224648823,26.280934212340163,1.0647581063520453,946693.8959999998,989213.7163641624,2074827.0,266.0,116334984.0,1938916.4,259685.3576909787,2075486.0,692136.0,118336737.0,1849011.515625,483690.9401491953,2075634.0,266.0,0,1,0,0,1952,2080,0.5154781308529742,0.5492799754990709,17.0,292.0,24.62992125984253,39.96423066360008,1597.1397325334333,0,0,0,1,1,0,0,0,1.0,24.825396825396822,18.295081967213115,30.67692307692308,0,0,0,0,0,0,61,1116,65,1994,-1,227,61,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
118413768,61,65,1116.0,1994.0,27.0,18.0,18.29508196721312,1.6160060055074257,292.0,17.0,30.67692307692308,55.37009224648823,26.26383783345193,1.0640654556318148,947310.1439999996,993179.4059619004,2071068.0,239.0,116412022.0,1940200.366666667,285164.2158022296,2071739.0,413046.0,118413768.0,1850215.125,497185.06492271705,2071712.0,239.0,0,1,0,0,1952,2080,0.5151427999487357,0.548922655683079,17.0,292.0,24.62992125984252,39.96423066360008,1597.1397325334333,0,0,0,1,1,0,0,0,1.0,24.825396825396822,18.295081967213115,30.67692307692308,0,0,0,0,0,0,61,1116,65,1994,-1,227,61,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
118239780,61,65,1116.0,1994.0,27.0,18.0,18.29508196721312,1.6160060055074257,292.0,17.0,30.67692307692307,55.37009224648823,26.30248466294508,1.0656312114247846,945918.24,990337.7603393164,2069933.0,393.0,116237960.0,1937299.3333333335,274669.8465347306,2070707.0,531984.0,118239780.0,1847496.5625,491074.54346868774,2070646.0,393.0,0,1,0,0,1952,2080,0.5159008245786655,0.549730386846119,17.0,292.0,24.62992125984252,39.96423066360009,1597.1397325334335,0,0,0,1,1,0,0,0,1.0,24.825396825396822,18.295081967213115,30.67692307692308,0,0,0,0,0,0,61,1116,65,1994,-1,227,61,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
210,0,2,0.0,1027.0,0.0,0.0,0.0,0.0,1010.0,17.0,513.5,702.1570337182417,4890476.19047619,9523.809523809525,210.0,0.0,210.0,210.0,0.0,0.0,0.0,0.0,0.0,210.0,210.0,0.0,210.0,210.0,0,1,0,0,0,64,0.0,9523.809523809525,17.0,1010.0,679.0,573.3088173052984,328683.0,0,0,0,1,1,0,0,0,0.0,1018.5,0.0,513.5,0,0,0,0,0,0,0,0,2,1027,-1,243,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
118983790,61,65,1107.0,2003.0,27.0,18.0,18.147540983606557,1.152331919396064,292.0,17.0,30.81538461538461,55.349145292546154,26.13801426227892,1.058967780401011,951870.3200000002,993321.1715342072,2068304.0,241.0,118307931.0,1971798.85,186699.64752354988,2068989.0,786883.0,118983790.0,1859121.71875,481161.7831151539,2069004.0,241.0,0,1,0,0,1952,2080,0.5126748778131879,0.5462929025878231,17.0,292.0,24.700787401574804,39.96036031119432,1596.8303962004743,0,0,0,1,1,0,0,0,1.0,24.896825396825395,18.147540983606557,30.81538461538461,0,0,0,0,0,0,61,1107,65,2003,-1,227,61,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
118056850,65,69,1176.0,2062.0,27.0,15.0,18.09230769230769,1.756444178972436,292.0,17.0,29.88405797101449,53.813276360973155,27.4274639718068,1.1350463780797129,887645.4887218046,975828.9233526464,2000458.0,290.0,116055008.0,1813359.5,507735.8129715736,2001931.0,68845.0,118056850.0,1736130.1470588238,619682.5668230436,2001375.0,290.0,0,1,0,0,2080,2208,0.5505821983222491,0.5844641797574643,15.0,292.0,24.118518518518503,38.80761039608732,1506.0306246545044,0,0,0,1,1,0,0,0,1.0,24.298507462686572,18.092307692307692,29.88405797101449,0,0,0,0,0,0,65,1176,69,2062,-1,227,65,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
115399371,8,5,144.0,86.0,18.0,18.0,18.0,0.0,18.0,17.0,17.2,0.4472135954999577,1.9930784544744184,0.1126522604702932,9616614.25,7185943.052422165,22000344.0,103791.0,85384310.0,12197758.57142857,6531305.121771755,23532244.0,6999728.0,111162148.0,27790537.0,24736156.21952036,59943242.0,103791.0,0,1,0,0,256,160,0.0693244679817188,0.0433277924885743,17.0,18.0,17.714285714285715,0.4688072309384957,0.21978021978022,0,0,0,1,1,0,0,0,0.0,19.076923076923077,18.0,17.2,0,0,0,0,0,0,8,144,5,86,-1,352,8,0,3593471.0,0.0,3593471.0,3593471.0,13091161.0,6191900.89075597,22000344.0,6999728.0,8
118059152,64,68,1188.0,2045.0,27.0,18.0,18.5625,1.991051409252336,292.0,17.0,30.073529411764717,54.1901891700214,27.38457752093629,1.118083585760467,901214.9007633592,974227.8146722772,2000503.0,414.0,116056930.0,1842173.492063492,443276.7395958624,2001334.0,56829.0,118059152.0,1762076.8955223882,576783.400043256,2001546.0,414.0,0,1,0,0,2048,2176,0.5421011324899234,0.5759824532705435,17.0,292.0,24.44360902255639,39.061996863927654,1525.8395989974936,0,0,0,1,1,0,0,0,1.0,24.62878787878788,18.5625,30.073529411764717,0,0,0,0,0,0,64,1188,68,2045,-1,227,64,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
118048951,64,68,1161.0,2045.0,27.0,15.0,18.140625000000004,1.726241789056711,292.0,17.0,30.073529411764717,54.1901891700214,27.158225234885823,1.118180203058306,901137.0305343508,973799.649450068,2001110.0,176.0,116047662.0,1842026.3809523813,439160.3837427855,2001376.0,269198.0,118048951.0,1761924.6417910445,573818.8780864702,2001866.0,196.0,0,1,0,0,2048,2176,0.5421479772403908,0.5760322258179151,15.0,292.0,24.24060150375939,39.08734399062583,1527.8204602415124,0,0,0,1,1,0,0,0,1.0,24.424242424242426,18.140625,30.073529411764717,0,0,0,0,0,0,64,1161,68,2045,-1,227,64,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
118056137,64,68,1188.0,2045.0,27.0,18.0,18.5625,1.9910514092523364,292.0,17.0,30.073529411764717,54.1901891700214,27.385276887384514,1.1181121401592191,901191.8854961832,983535.3212739364,2001223.0,85.0,116054859.0,1842140.6190476187,484407.9827963744,2001324.0,37035.0,118056137.0,1762031.8955223877,605142.0499996108,2001432.0,219.0,0,1,0,0,2048,2176,0.5421149770468942,0.5759971631123251,17.0,292.0,24.44360902255639,39.061996863927654,1525.839598997493,0,0,0,1,1,0,0,0,1.0,24.62878787878788,18.5625,30.073529411764717,0,0,0,0,0,0,64,1188,68,2045,-1,227,64,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
118058974,64,68,1161.0,2045.0,27.0,15.0,18.140625000000007,1.7262417890567108,292.0,17.0,30.0735294117647,54.1901891700214,27.15591954915684,1.1180852715186225,901213.5419847328,964705.9066358412,2000863.0,376.0,116057140.0,1842176.825396825,397060.0746409645,2001568.0,252966.0,118058974.0,1762074.23880597,544193.0766983599,2001691.0,376.0,0,1,0,0,2048,2176,0.5421019498272109,0.5759833216914115,15.0,292.0,24.240601503759397,39.08734399062583,1527.820460241513,0,0,0,1,1,0,0,0,1.0,24.424242424242426,18.140625,30.073529411764717,0,0,0,0,0,0,64,1161,68,2045,-1,227,64,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
99830482,8,14,216.0,2544.0,45.0,18.0,27.0,11.783766072743587,664.0,17.0,181.7142857142857,240.5069736943284,27.646866415009395,0.2203735728732632,4753832.476190477,9675411.481481325,41483635.0,125.0,93531752.0,13361678.857142858,13839384.444751997,42255937.0,2001012.0,99830482.0,7679267.846153846,13201018.270866685,43995451.0,273.0,0,1,0,0,256,448,0.0801358446811866,0.1402377281920766,17.0,664.0,120.78260869565216,200.66275564233712,40265.54150197629,0,0,0,1,1,0,0,0,1.0,126.27272727272728,27.0,181.7142857142857,0,0,0,0,0,0,8,216,14,2544,-1,1037,8,0,2003018.75,3509533.112677371,7238947.0,227.0,17751195.6,13699236.770844508,41483635.0,7078322.0,8
118601482,62,65,1134.0,1994.0,27.0,18.0,18.290322580645164,1.6031433955497774,292.0,17.0,30.67692307692308,55.37009224648823,26.374038057973003,1.070812926266807,941281.6031746032,990622.389746423,2075480.0,131.0,116600128.0,1911477.508196721,353201.28228139365,2075735.0,161664.0,118601482.0,1853148.15625,491881.331018193,2206093.0,131.0,0,1,0,0,1984,2080,0.5227590663664725,0.5480538599003341,17.0,292.0,24.578125,39.81089341187872,1584.9072342519687,0,0,0,1,1,0,0,0,1.0,24.771653543307085,18.29032258064516,30.67692307692308,0,0,0,0,0,0,62,1134,65,1994,-1,227,62,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
218,0,2,0.0,1027.0,0.0,0.0,0.0,0.0,1010.0,17.0,513.5,702.1570337182417,4711009.174311927,9174.311926605504,218.0,0.0,218.0,218.0,0.0,0.0,0.0,0.0,0.0,218.0,218.0,0.0,218.0,218.0,0,1,0,0,0,64,0.0,9174.311926605504,17.0,1010.0,679.0,573.3088173052984,328683.0,0,0,0,1,1,0,0,0,0.0,1018.5,0.0,513.5,0,0,0,0,0,0,0,0,2,1027,-1,243,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
118075887,64,68,1161.0,2045.0,27.0,15.0,18.140625000000004,1.726241789056711,292.0,17.0,30.0735294117647,54.1901891700214,27.152029778950553,1.1179251187839905,901342.6488549624,966992.88378741,2002582.0,341.0,116073726.0,1842440.095238096,407911.9247428422,2003596.0,373400.0,118075887.0,1762326.6716417903,551715.826193609,2003496.0,341.0,0,1,0,0,2048,2176,0.54202430001648,0.5759008187675101,15.0,292.0,24.240601503759397,39.08734399062583,1527.820460241513,0,0,0,1,1,0,0,0,1.0,24.424242424242426,18.140625,30.073529411764717,0,0,0,0,0,0,64,1161,68,2045,-1,227,64,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2,0,2,0.0,1027.0,0.0,0.0,0.0,0.0,1010.0,17.0,513.5,702.1570337182417,513500000.0,1000000.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0,1,0,0,0,64,0.0,1000000.0,17.0,1010.0,679.0,573.3088173052984,328683.0,0,0,0,1,1,0,0,0,0.0,1018.5,0.0,513.5,0,0,0,0,0,0,0,0,2,1027,-1,227,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
118059088,64,68,1161.0,2045.0,27.0,15.0,18.140625000000007,1.7262417890567112,292.0,17.0,30.073529411764717,54.19018917002141,27.155893326907623,1.1180841918751736,901214.4122137404,977343.6463344592,2001716.0,123.0,116057821.0,1842187.6349206348,460268.3480017234,2001971.0,12464.0,118059088.0,1762075.9402985077,585264.1229732374,2001972.0,123.0,0,1,0,0,2048,2176,0.5421014263637205,0.575982765511453,15.0,292.0,24.24060150375939,39.08734399062583,1527.8204602415128,0,0,0,1,1,0,0,0,1.0,24.424242424242426,18.140625,30.073529411764717,0,0,0,0,0,0,64,1161,68,2045,-1,227,64,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
102798490,3,2,54.0,35.0,18.0,18.0,18.0,0.0,18.0,17.0,17.5,0.7071067811865476,0.865771471935045,0.0486388467379238,25699622.5,20422922.04441556,47908118.0,1170347.0,101628143.0,50814071.5,21478913.65786967,66001957.0,35626186.0,84704651.0,84704651.0,0.0,84704651.0,84704651.0,0,1,0,0,96,64,0.0291833080427543,0.0194555386951695,17.0,18.0,17.833333333333336,0.4082482904638629,0.1666666666666666,0,0,0,1,1,0,0,0,0.0,21.4,18.0,17.5,0,0,0,0,0,0,3,54,2,35,-1,243,3,0,1170347.0,0.0,1170347.0,1170347.0,33876047.666666664,14983992.999591677,47908118.0,18093839.0,6
22862784,14,15,682.0,275.0,292.0,17.0,48.714285714285715,83.25348555551807,27.0,15.0,18.33333333333333,2.5260547066428267,41.858419342106366,1.268436949760799,816528.0000000001,978178.9803883312,2000426.0,177.0,22011220.0,1693170.769230769,738877.5765663252,2001310.0,17995.0,22861817.0,1632986.9285714286,752622.2306884995,2001129.0,177.0,0,1,0,0,448,480,0.6123488722983167,0.6560880774624822,15.0,292.0,32.46666666666666,57.87187592422164,3349.1540229885045,0,0,0,1,1,0,0,0,1.0,33.586206896551715,48.714285714285715,18.33333333333333,0,0,0,0,0,0,14,682,15,275,-1,245,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
118423681,61,65,1116.0,1994.0,27.0,18.0,18.29508196721312,1.6160060055074257,292.0,17.0,30.67692307692307,55.37009224648823,26.261639342219063,1.063976384925917,947389.4480000002,993740.6630674894,2072886.0,231.0,116421955.0,1940365.916666667,288506.3529038975,2073732.0,382056.0,118423681.0,1850370.015625,498978.4796776752,2073659.0,231.0,0,1,0,0,1952,2080,0.5150996784165154,0.5488767065094016,17.0,292.0,24.62992125984252,39.96423066360009,1597.1397325334335,0,0,0,1,1,0,0,0,1.0,24.825396825396822,18.295081967213115,30.67692307692308,0,0,0,0,0,0,61,1116,65,1994,-1,227,61,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
119700034,215,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.80451076563604,556744.3441860469,651172.2094862742,4256922.0,11.0,119683993.0,559270.9953271026,651641.7563866877,4256922.0,11.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.7961565491284657,0.0083542165075742,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,215,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
115367014,220,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9156255530718689,524395.5181818183,492035.9039351156,4168621.0,3283.0,115238635.0,526203.8127853883,492429.8871506562,4168621.0,3283.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.9069575641439416,0.008667988927927,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,220,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
118876958,219,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8506530088025968,542817.1598173521,688974.5986803568,5095561.0,11.0,118841709.0,545145.4541284405,689696.1872976213,5095561.0,11.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.8422409496716765,0.0084120591309208,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,219,0,1,0,-1,-1,0,0,56804153.0,0.0,56804153.0,56804153.0,5095561.0,0.0,5095561.0,5095561.0,0
