round,train_loss,train_accuracy,eval_loss,eval_accuracy,f1_score
0,,,2.76135516166687,0.01404878031462431,0.0032465815558229967
1,,,1.975225567817688,0.32819512486457825,0.254099372036711
2,,,1.6216710805892944,0.4021463394165039,0.31159857753842385
3,,,1.448987603187561,0.4310244023799896,0.3461519876756931
4,,,1.3498858213424683,0.46751219034194946,0.39805965579816655
5,,,1.283957839012146,0.5680000185966492,0.4862135873329963
6,,,1.2397547960281372,0.4991219639778137,0.44900411998089007
7,,,1.209869623184204,0.5049756169319153,0.48070335655614166
8,,,1.1872655153274536,0.5010731816291809,0.46366604580282017
9,,,1.168745756149292,0.5133658647537231,0.501659773424017
10,,,1.1536989212036133,0.5129756331443787,0.47125779549377605
11,,,1.1414026021957397,0.5133658647537231,0.4689750550702803
12,,,1.1297640800476074,0.5935609936714172,0.5236519383482097
13,,,1.1208363771438599,0.6563902497291565,0.5933304028161376
14,,,1.1127583980560303,0.5166829228401184,0.48557272460960516
15,,,1.105614185333252,0.5182439088821411,0.48969473889313764
16,,,1.0990761518478394,0.6833170652389526,0.6254999259605274
17,,,1.093418002128601,0.6068292856216431,0.5452848712806003
18,,,1.0884257555007935,0.516878068447113,0.4720541255221361
19,,,1.0808767080307007,0.6862438917160034,0.6270998632788134
20,,,1.0739634037017822,0.6066341400146484,0.5759551293264148
